year,state_FIPS,county_FIPS,state,county,dvoteswing_inc,dpct_grants,dpc_income,inc_ad_diff,inc_campaign_diff,dhousevote_inc,iraq_cas2004,iraq_cas2008,dpct_popl,comp_state,state_abb
1992,48,219,Texas,Hockley County,4.409999847,46.15494311,0.608215332,4.460000038,5,-22.60223389,0,0,-2.04E-04,0,TX
1996,48,219,Texas,Hockley County,-1.159999847,-12.18315437,1.124767303,0.465000004,2,19.62648392,0,0,-0.037963305,0,TX
2000,48,219,Texas,Hockley County,-12.62999916,-32.18334317,-0.40357399,0,0,-16.35040283,0,0,-0.037634864,1,TX
2004,48,219,Texas,Hockley County,2.919998169,-6.700052321,1.203645706,0,7,-40.66741943,0,0,-0.004060735,0,TX
2008,48,219,Texas,Hockley County,-5.298179626,26.05426013,-0.293357849,-0.79400003,0,4.923789978,0,0,-0.012675057,0,TX
1988,48,221,Texas,Hood County,-5.509998322,2.101048455,-1.168514252,0.119999997,-3,11.84057999,0,0,0.245572507,0,TX
1992,48,221,Texas,Hood County,-8.560001373,-35.92018187,0.439291,4.460000038,5,5.165512085,0,0,0.098824523,0,TX
1996,48,221,Texas,Hood County,-3.189998627,-3.43192555,0.163152695,0.465000004,2,-1.501377106,0,0,0.142751902,0,TX
2000,48,221,Texas,Hood County,-14.42000198,-8.499772847,1.858188629,0,0,8.262233734,0,0,0.162252307,1,TX
2004,48,221,Texas,Hood County,4.449996948,37.35861778,0.79699707,0,7,0.095188141,1,0,0.103694417,0,TX
2008,48,221,Texas,Hood County,0.286598206,50.22212267,-1.477718353,-0.79400003,0,5.246528625,0,1,0.108285263,0,TX
1988,48,223,Texas,Hopkins County,-10.14999771,-5.634315684,-0.431776047,0.119999997,-3,37.75942993,0,0,0.046058964,0,TX
1992,48,223,Texas,Hopkins County,-5.330001831,67.66812205,1.424800873,4.460000038,5,-38.95755768,0,0,-0.001226868,0,TX
1996,48,223,Texas,Hopkins County,-3.569999695,31.69718683,1.196399689,0.465000004,2,-5.054035187,0,0,0.048657317,0,TX
2000,48,223,Texas,Hopkins County,-16.72999954,-13.24171424,-0.065511703,0,0,-3.165359497,0,0,0.041714117,1,TX
2004,48,223,Texas,Hopkins County,5.660003662,-5.887786299,0.327480316,0,7,18.44280243,0,0,0.027049821,0,TX
2008,48,223,Texas,Hopkins County,1.12122345,63.38877082,0.53689003,-0.79400003,0,4.314147949,0,0,0.038441654,0,TX
1988,48,225,Texas,Houston County,-7.869998932,44.49028075,-0.937757492,0.119999997,-3,-41.62063599,0,0,0.00295421,0,TX
1992,48,225,Texas,Houston County,-1.680000305,47.72242904,0.514469147,4.460000038,5,-0.708190918,0,0,-0.001058542,0,TX
1996,48,225,Texas,Houston County,-1.88999939,19.52571869,0.200120926,0.465000004,2,-3.644901276,0,0,0.022897949,0,TX
2000,48,225,Texas,Houston County,-14.76000214,34.00603235,1.625032425,0,0,41.09225845,0,0,0.043149266,1,TX
2004,48,225,Texas,Houston County,1.490005493,6.752189249,-0.338602066,0,7,17.84713364,0,0,-0.006174439,0,TX
2008,48,225,Texas,Houston County,2.17881012,28.29115093,0.502744675,-0.79400003,0,1.534633636,0,1,-0.021114828,0,TX
1988,48,227,Texas,Howard County,-7.089996338,-10.00646278,-0.20800972,0.119999997,-3,0,0,0,-0.079798922,0,TX
1992,48,227,Texas,Howard County,0.319999695,35.31296551,0.439043045,4.460000038,5,33.93202591,0,0,-0.02570226,0,TX
1996,48,227,Texas,Howard County,0.569999695,-14.5322457,-0.222892761,0.465000004,2,-1.501377106,0,0,0.036031619,0,TX
2000,48,227,Texas,Howard County,-13.55999947,61.22565269,0.415660858,0,0,8.262233734,0,0,-0.010676051,1,TX
2004,48,227,Texas,Howard County,2.900001526,-8.327982575,-0.038211823,0,7,-40.66741943,1,0,-0.031925388,0,TX
2008,48,227,Texas,Howard County,-0.311355591,-16.92181379,-0.151256561,-0.79400003,0,4.923789978,0,3,0.006546241,0,TX
1996,48,229,Texas,Hudspeth County,0.949996948,63.04184794,-0.52277565,0.465000004,2,-0.367641449,0,0,0.093383871,0,TX
2004,48,229,Texas,Hudspeth County,8.149997711,-32.05880523,-1.051218033,0,7,18.00836563,0,0,-0.046636771,0,TX
2008,48,229,Texas,Hudspeth County,-14.06341934,-57.50461221,0.611061096,-0.79400003,0,-2.80191803,0,0,-0.032298528,0,TX
1988,48,231,Texas,Hunt County,-8.93000412,-31.90758526,-0.153940201,0.119999997,-3,4.233060837,0,0,0.043435737,0,TX
1992,48,231,Texas,Hunt County,-1.649997711,20.53504437,0.900657654,4.460000038,5,39.58552551,0,0,0.010894787,0,TX
1996,48,231,Texas,Hunt County,1.670001984,15.23268074,0.238353729,0.465000004,2,-5.054035187,0,0,0.062748916,0,TX
2000,48,231,Texas,Hunt County,-12.33000183,18.04862469,0.761091232,0,0,-3.165359497,0,0,0.100366168,1,TX
2004,48,231,Texas,Hunt County,4.260002136,-1.001603249,-0.292346954,0,7,18.44280243,0,0,0.053060535,0,TX
2008,48,231,Texas,Hunt County,-1.029571533,27.30946839,0.147193909,-0.79400003,0,4.314147949,0,0,0.015528372,0,TX
1988,48,233,Texas,Hutchinson County,-9.720001221,-40.21290243,0.717578888,0.119999997,-3,-17.39089584,0,0,-0.105423622,0,TX
1992,48,233,Texas,Hutchinson County,-3.789993286,48.25570881,-0.101287842,4.460000038,5,-3.853149414,0,0,-0.038323171,0,TX
1996,48,233,Texas,Hutchinson County,-3.270000458,-4.364682361,-0.66655159,0.465000004,2,-12.01466751,0,0,-0.040204763,0,TX
2000,48,233,Texas,Hutchinson County,-9.239999771,-3.114060685,1.032241821,0,0,0.198598862,0,0,-0.024821531,1,TX
2004,48,233,Texas,Hutchinson County,3.350006104,-31.22859299,0.14099884,0,7,20.72646332,0,0,-0.064243339,0,TX
2008,48,233,Texas,Hutchinson County,0.869346619,1.791592315,2.339725494,-0.79400003,0,1.28238678,0,0,-0.037361749,0,TX
1988,48,235,Texas,Irion County,-13.3599968,6.394550204,1.332826614,0.119999997,-3,38.86001587,0,0,-0.098772325,0,TX
1992,48,235,Texas,Irion County,-9.810001373,19.01878268,0.660736084,4.460000038,5,0.399429321,0,0,0.012383901,0,TX
1996,48,235,Texas,Irion County,-11.93999863,-5.488181114,-2.693271637,0.465000004,2,22.66914177,0,0,0.067889906,0,TX
2000,48,235,Texas,Irion County,-14.95000076,-12.40537092,1.106622696,0,0,22.60531807,0,0,0.013172966,1,TX
2004,48,235,Texas,Irion County,3.520004272,-20.68608701,1.11743927,0,7,0.095188141,0,0,-0.037874505,0,TX
2008,48,235,Texas,Irion County,-3.207038879,57.21815228,1.755233765,-0.79400003,0,0,0,0,0.00293772,0,TX
1988,48,237,Texas,Jack County,-15.5399971,231.3594341,0.293203354,0.119999997,-3,0,0,0,-0.067191206,0,TX
1992,48,237,Texas,Jack County,-4.979999542,63.51383328,0.116048813,4.460000038,5,33.93202591,0,0,-0.056767974,0,TX
1996,48,237,Texas,Jack County,-7.919998169,-19.75378096,-0.515312195,0.465000004,2,-1.501377106,0,0,0.130589068,0,TX
2000,48,237,Texas,Jack County,-18.66000175,77.71836519,1.120542526,0,0,8.262233734,0,0,0.099435031,1,TX
2004,48,237,Texas,Jack County,7.399993896,94.94741559,0.759508133,0,7,0.095188141,0,0,0.006394884,0,TX
2008,48,237,Texas,Jack County,4.977653503,44.30473149,3.35602951,-0.79400003,0,1.28238678,0,0,-0.024055373,0,TX
1988,48,239,Texas,Jackson County,-9.009998322,77.14515328,2.949729919,0.119999997,-3,-6.025985718,0,0,-0.046624366,0,TX
1992,48,239,Texas,Jackson County,0.75,41.3872987,-0.898078918,4.460000038,5,-17.10778236,0,0,-0.018096164,0,TX
1996,48,239,Texas,Jackson County,0.069999695,-1.355025545,-1.65303421,0.465000004,2,-7.358348846,0,0,0.073337905,0,TX
2000,48,239,Texas,Jackson County,-11.28000069,71.09573483,-0.093299866,0,0,-4.318012238,0,0,0.022491841,1,TX
2004,48,239,Texas,Jackson County,4.459999084,-2.334904484,-0.080646515,0,7,31.90916443,1,0,-0.01977656,0,TX
2008,48,239,Texas,Jackson County,-0.402908325,29.14175689,0.134946823,-0.79400003,0,39.81212997,0,1,-0.00148662,0,TX
1988,48,241,Texas,Jasper County,-7.779998779,65.77622294,0.94984436,0.119999997,-3,-41.62063599,0,0,-0.024224237,0,TX
1992,48,241,Texas,Jasper County,-2.36000061,78.7665844,0.888731003,4.460000038,5,-0.708190918,0,0,0.007672796,0,TX
1996,48,241,Texas,Jasper County,-6.680000305,-13.00734282,0.08631897,0.465000004,2,-3.644901276,0,0,0.074664906,0,TX
2000,48,241,Texas,Jasper County,-13.63999939,54.62880731,0.619089127,0,0,41.09225845,0,0,0.041985068,1,TX
2004,48,241,Texas,Jasper County,4.18000412,-4.052031785,0.062555313,0,7,17.84713364,0,0,-0.015875692,0,TX
2008,48,241,Texas,Jasper County,6.013687134,20.38618326,0.255983353,-0.79400003,0,7.259346008,0,0,-0.02084285,0,TX
1988,48,243,Texas,Jeff Davis County,-1.369998932,8.554139733,-1.65174675,0.119999997,-3,-34.3080864,0,0,0.057029925,0,TX
1996,48,243,Texas,Jeff Davis County,-3.709999084,-4.006222263,-1.088871002,0.465000004,2,-0.367641449,0,0,0.074547388,0,TX
2000,48,243,Texas,Jeff Davis County,-14.87000084,-17.46349484,0.056020737,0,0,4.038703918,0,0,0.104558967,1,TX
2004,48,243,Texas,Jeff Davis County,-4.540000916,103.7504792,-0.219686508,0,7,18.00836563,0,0,-0.012113055,0,TX
2008,48,243,Texas,Jeff Davis County,-5.399589539,20.36657035,0.452745438,-0.79400003,0,-2.80191803,0,0,0.020435967,0,TX
1988,48,245,Texas,Jefferson County,-6.020000458,11.21227741,0.622966766,0.119999997,-3,-38.47748947,0,0,-0.06264551,0,TX
1992,48,245,Texas,Jefferson County,-1.159999847,22.89049923,0.534263611,4.460000038,5,2.523616791,0,0,0.022478839,0,TX
1996,48,245,Texas,Jefferson County,-3.760002136,-7.30426386,-0.121126175,0.465000004,2,6.00793457,0,0,0.018194193,0,TX
2000,48,245,Texas,Jefferson County,-5.309997559,19.03756708,0.946935654,0,0,-3.779315948,0,0,0.007249306,1,TX
2004,48,245,Texas,Jefferson County,1.530002594,-7.47377947,-0.191867828,0,7,-13.84435081,0,0,-0.019051934,0,TX
2008,48,245,Texas,Jefferson County,0.313259125,10.12678891,0.493358612,-0.79400003,0,33.25218964,0,3,-0.0187697,0,TX
1988,48,247,Texas,Jim Hogg County,-2.479999542,51.55255198,-1.070119858,0.119999997,-3,0,0,0,-0.036397401,0,TX
1992,48,247,Texas,Jim Hogg County,0.090000153,41.01470709,0.466117859,4.460000038,5,39.57242966,0,0,-0.010021199,0,TX
1996,48,247,Texas,Jim Hogg County,6.319999695,3.095840849,0.923912048,0.465000004,2,4.315292358,0,0,0.004087989,0,TX
2000,48,247,Texas,Jim Hogg County,-11.58000183,3.390831128,0.797668457,0,0,0,0,0,0.021326095,1,TX
2004,48,247,Texas,Jim Hogg County,5.450000763,-4.39825207,1.294715881,0,7,12.12039375,0,0,-0.042331055,0,TX
2008,48,247,Texas,Jim Hogg County,-8.523807526,49.30812418,1.980121613,-0.79400003,0,3.516292572,0,0,-0.016848365,0,TX
1988,48,249,Texas,Jim Wells County,-9.270000458,19.67430264,0.091627121,0.119999997,-3,0,0,0,-0.040366199,0,TX
1992,48,249,Texas,Jim Wells County,-4.020000458,87.56160736,0.551179886,4.460000038,5,39.57242966,0,0,-0.021251842,0,TX
1996,48,249,Texas,Jim Wells County,0.189994812,13.60737085,0.370897293,0.465000004,2,4.315292358,0,0,0.02726048,0,TX
2000,48,249,Texas,Jim Wells County,-8.169998169,-4.604244605,1.040178299,0,0,0,0,0,0.012497107,1,TX
2004,48,249,Texas,Jim Wells County,8.270000458,1.010785718,0.520635605,0,7,12.12039375,0,0,0.028673016,0,TX
2008,48,249,Texas,Jim Wells County,-4.092643738,28.27833295,2.266506195,-0.79400003,0,-5.509105682,0,0,0.011332214,0,TX
1988,48,251,Texas,Johnson County,-8.290000916,-11.33606508,0.096206665,0.119999997,-3,11.84057999,0,0,0.168736026,0,TX
1992,48,251,Texas,Johnson County,-5.5,-11.71435714,0.618415833,4.460000038,5,5.165512085,0,0,0.038035832,0,TX
1996,48,251,Texas,Johnson County,-3.069999695,-26.96661651,0.17401886,0.465000004,2,-27.14346313,0,0,0.103658229,0,TX
2000,48,251,Texas,Johnson County,-13.08999825,0.982107781,0.770336151,0,0,-0.45520401,0,0,0.155547127,1,TX
2004,48,251,Texas,Johnson County,4.870002747,2.027295344,-0.649572372,0,7,-4.892425537,0,0,0.104392946,0,TX
2008,48,251,Texas,Johnson County,0.118545532,6.468005478,-1.044683456,-0.79400003,0,5.246528625,0,2,0.088801309,0,TX
1988,48,253,Texas,Jones County,-12.29999924,-13.09583783,-1.29218483,0.119999997,-3,0,0,0,-0.067713127,0,TX
1992,48,253,Texas,Jones County,-4.340000153,31.07170761,2.404115677,4.460000038,5,33.93202591,0,0,-0.062470973,0,TX
1996,48,253,Texas,Jones County,-2.739997864,19.88737285,0.379104614,0.465000004,2,-1.501377106,0,0,0.247584835,0,TX
2000,48,253,Texas,Jones County,-18.98000145,13.06435913,-0.64512825,0,0,8.262233734,0,0,0.028640922,1,TX
2004,48,253,Texas,Jones County,3.720001221,5.399663001,0.836523056,0,7,0.095188141,0,0,-0.048738118,0,TX
2008,48,253,Texas,Jones County,1.38848114,79.89039421,-0.790788651,-0.79400003,0,1.28238678,0,0,-0.032820981,0,TX
1988,48,255,Texas,Karnes County,-14.49000168,1.897708885,0.19417572,0.119999997,-3,0,0,0,-0.074609429,0,TX
1992,48,255,Texas,Karnes County,2.690002441,27.38584578,-0.114625931,4.460000038,5,39.57242966,0,0,-0.029346798,0,TX
1996,48,255,Texas,Karnes County,4.740001678,-23.57720882,-3.063684464,0.465000004,2,2.966194153,0,0,0.26877439,0,TX
2000,48,255,Texas,Karnes County,-15.54000092,0.539292349,0.014917374,0,0,41.64253616,0,0,-0.011530331,1,TX
2004,48,255,Texas,Karnes County,4.870002747,-2.219432779,-0.255151749,0,7,31.90916443,0,0,-0.016265959,0,TX
2008,48,255,Texas,Karnes County,-6.018356323,39.62258101,0.016399384,-0.79400003,0,3.516292572,0,1,-0.00685112,0,TX
1988,48,257,Texas,Kaufman County,-9.220001221,24.81910288,-0.689838409,0.119999997,-3,4.233060837,0,0,0.15013957,0,TX
1992,48,257,Texas,Kaufman County,-3.189998627,10.00077724,0.719827652,4.460000038,5,39.58552551,0,0,0.048309736,0,TX
1996,48,257,Texas,Kaufman County,-3.779998779,7.282312214,0.631563187,0.465000004,2,5.409145355,0,0,0.141594544,0,TX
2000,48,257,Texas,Kaufman County,-13.13000107,38.41439784,0.966304779,0,0,2.969768524,0,0,0.160343796,1,TX
2004,48,257,Texas,Kaufman County,3.199996948,9.665554017,0.019853592,0,7,28.03469086,1,0,0.173017442,0,TX
2008,48,257,Texas,Kaufman County,-2.403144836,30.63217998,-0.744197845,-0.79400003,0,36.55717468,0,2,0.187254623,0,TX
1988,48,259,Texas,Kendall County,-5.839996338,-75.08357763,-1.592086792,0.119999997,-3,38.86001587,0,0,0.147644997,0,TX
1992,48,259,Texas,Kendall County,-1.940002441,18.16703677,1.854476929,4.460000038,5,0.399429321,0,0,0.138361216,0,TX
1996,48,259,Texas,Kendall County,1.229999542,-4.960208014,-0.082611084,0.465000004,2,22.66914177,0,0,0.274782062,0,TX
2000,48,259,Texas,Kendall County,-8.26999855,-1.712873578,1.873779297,0,0,22.60531807,0,0,0.170566112,1,TX
2004,48,259,Texas,Kendall County,-0.349998474,11.41233742,2.579166412,0,7,-10.82798767,1,0,0.130231589,0,TX
2008,48,259,Texas,Kendall County,-3.566574097,45.55110633,-0.78850174,-0.79400003,0,-2.80191803,0,1,0.215498775,0,TX
1988,48,261,Texas,Kenedy County,-7.629997253,7.296158373,-3.444391251,0.119999997,-3,0,0,0,-0.09498208,0,TX
1992,48,261,Texas,Kenedy County,5.259998322,-49.39948916,0.933418274,4.460000038,5,43.44630432,0,0,-0.144554451,0,TX
1996,48,261,Texas,Kenedy County,9.42999649,-6.506621093,-1.565502167,0.465000004,2,6.261119843,0,0,-0.039351851,0,TX
2004,48,261,Texas,Kenedy County,1.989997864,-59.42682028,-0.98897171,0,7,-1.826087952,0,0,0.00954654,0,TX
2008,48,261,Texas,Kenedy County,-2.83134079,49.31351244,3.427520752,-0.79400003,0,-0.824203491,0,0,-0.09456265,0,TX
1988,48,263,Texas,Kent County,-15.97999954,26.32242441,-1.212863922,0.119999997,-3,-17.39089584,0,0,-0.143801659,0,TX
1992,48,263,Texas,Kent County,-1.529998779,34.95901525,1.84621048,4.460000038,5,-3.853149414,0,0,-0.055984557,0,TX
1996,48,263,Texas,Kent County,-2.590000153,2.985971421,-3.934143066,0.465000004,2,-1.501377106,0,0,-0.099182002,0,TX
2000,48,263,Texas,Kent County,-23.32999802,-51.45602822,2.427894592,0,0,8.262233734,0,0,-0.041997731,1,TX
2004,48,263,Texas,Kent County,8.299995422,-69.83212829,-1.231628418,0,7,0.095188141,0,0,-0.100710899,0,TX
2008,48,263,Texas,Kent County,4.091018677,2.281535417,-1.645103455,-0.79400003,0,4.923789978,0,0,-0.068511195,0,TX
1988,48,265,Texas,Kerr County,-3.470001221,77.30645537,0.379817963,0.119999997,-3,38.86001587,0,0,0.091494381,0,TX
1992,48,265,Texas,Kerr County,-5.419998169,6.956604868,0.374656677,4.460000038,5,0.399429321,0,0,0.044086289,0,TX
1996,48,265,Texas,Kerr County,-2.38999939,-18.76585037,0.418523788,0.465000004,2,22.66914177,0,0,0.098427184,0,TX
2000,48,265,Texas,Kerr County,-5.810001373,2.589142136,0.709716797,0,0,22.60531807,0,0,0.058241174,1,TX
2004,48,265,Texas,Kerr County,-0.129997253,-8.957084268,2.68145752,0,7,-10.82798767,0,0,0.039816547,0,TX
2008,48,265,Texas,Kerr County,-3.358512878,49.91043806,-0.719985962,-0.79400003,0,-2.80191803,0,0,0.051721491,0,TX
1988,48,267,Texas,Kimble County,-9.279998779,6.063171104,-1.265602112,0.119999997,-3,38.86001587,0,0,0.003786982,0,TX
1992,48,267,Texas,Kimble County,-2.970001221,47.46134579,0.7114048,4.460000038,5,0.399429321,0,0,-0.019335063,0,TX
1996,48,267,Texas,Kimble County,-0.430000305,129.0290475,-0.36749649,0.465000004,2,22.66914177,0,0,0.042558309,0,TX
2000,48,267,Texas,Kimble County,-16.73000145,49.92032647,-0.077365875,0,0,22.60531807,0,0,0.035516605,1,TX
2004,48,267,Texas,Kimble County,2.049995422,-46.83493972,0.238792419,0,7,-10.82798767,0,0,0.004231626,0,TX
2008,48,267,Texas,Kimble County,-0.714263916,-70.62954307,-0.172002792,-0.79400003,0,0,0,0,-0.017298736,0,TX
1992,48,269,Texas,King County,-4.029998779,73.57285619,-2.047138214,4.460000038,5,-3.853149414,0,0,-0.094240837,0,TX
1996,48,269,Texas,King County,-8.430000305,-67.3016727,-8.668560028,0.465000004,2,-12.01466751,0,0,0.03468208,0,TX
2000,48,269,Texas,King County,-21.71999741,29.02303934,2.373716354,0,0,0.198598862,0,0,0,1,TX
2004,48,269,Texas,King County,-1.160003662,76.76949501,0.418872833,0,7,20.72646332,0,0,-0.114525139,0,TX
2008,48,269,Texas,King County,6.578552246,-93.80841255,5.068674088,-0.79400003,0,1.28238678,0,0,-0.11356467,0,TX
1988,48,271,Texas,Kinney County,-7.88999939,5.536947027,0.368806839,0.119999997,-3,34.21760559,0,0,0.07680779,0,TX
1992,48,271,Texas,Kinney County,-2.080001831,70.32268643,1.518421173,4.460000038,5,24.12417984,0,0,0.099164926,0,TX
1996,48,271,Texas,Kinney County,-4.909999847,-66.76005125,-0.129550934,0.465000004,2,-0.367641449,0,0,0.057296611,0,TX
2000,48,271,Texas,Kinney County,-9.36000061,-2.321244963,1.797569275,0,0,4.038703918,0,0,0.012874251,1,TX
2004,48,271,Texas,Kinney County,0.25,2.969770133,-0.553447723,0,7,18.00836563,0,0,-0.036062665,0,TX
2008,48,271,Texas,Kinney County,-7.083896637,33.9391917,0.989545822,-0.79400003,0,-2.80191803,0,0,-0.005519779,0,TX
1988,48,273,Texas,Kleberg County,-8.409999847,58.46708417,0.161090851,0.119999997,-3,0,0,0,-0.103616871,0,TX
1992,48,273,Texas,Kleberg County,-2.020000458,7.581489533,0.623561859,4.460000038,5,43.44630432,0,0,-0.018532105,0,TX
1996,48,273,Texas,Kleberg County,3.5,1.970435306,-0.277868271,0.465000004,2,2.966194153,0,0,0.021709457,0,TX
2000,48,273,Texas,Kleberg County,-10.47999954,7.333611697,0.399133682,0,0,41.64253616,0,0,0.002290222,1,TX
2004,48,273,Texas,Kleberg County,3.86000061,-8.748370409,0.932706833,0,7,41.41128922,0,0,-0.019676292,0,TX
2008,48,273,Texas,Kleberg County,-7.746364594,56.83514476,0.796319962,-0.79400003,0,-0.824203491,0,1,-0.005212043,0,TX
1988,48,275,Texas,Knox County,-9.690002441,12.05028296,-0.572784424,0.119999997,-3,-17.39089584,0,0,-0.109511115,0,TX
1992,48,275,Texas,Knox County,-5.13999939,41.43010378,1.025463104,4.460000038,5,-3.853149414,0,0,-0.039728489,0,TX
1996,48,275,Texas,Knox County,-5.38999939,-0.610409165,0.733118057,0.465000004,2,-12.01466751,0,0,-0.074844077,0,TX
2000,48,275,Texas,Knox County,-17.27000046,27.05770433,-1.32781601,0,0,0.198598862,0,0,-0.046292134,1,TX
2004,48,275,Texas,Knox County,9.420001984,41.7036891,2.11989212,0,7,20.72646332,0,0,-0.111451462,0,TX
2008,48,275,Texas,Knox County,2.958992004,69.71518397,-0.888031006,-0.79400003,0,1.28238678,0,0,-0.109785199,0,TX
1988,48,277,Texas,Lamar County,-11.25,-1.548773795,-0.246858597,0.119999997,-3,37.75942993,0,0,-0.001970172,0,TX
1992,48,277,Texas,Lamar County,-3.770000458,49.69699979,0.669717789,4.460000038,5,-38.95755768,0,0,0.026948238,0,TX
1996,48,277,Texas,Lamar County,-3.549999237,-7.858245075,0.647880554,0.465000004,2,-5.054035187,0,0,0.043943763,0,TX
2000,48,277,Texas,Lamar County,-12.49000168,-6.70761168,-0.349315643,0,0,-3.165359497,0,0,0.040745102,1,TX
2004,48,277,Texas,Lamar County,5.539997101,1.198146585,0.252876282,0,7,18.44280243,0,0,0.008373108,0,TX
2008,48,277,Texas,Lamar County,1.867118835,48.80060256,-0.371137619,-0.79400003,0,4.314147949,0,0,-0.001101704,0,TX
1988,48,279,Texas,Lamb County,-9.100002289,64.89298344,-0.570732117,0.119999997,-3,5.719711304,0,0,-0.114777215,0,TX
1992,48,279,Texas,Lamb County,5.439998627,28.03137004,-0.053150177,4.460000038,5,-22.60223389,0,0,-0.058171391,0,TX
1996,48,279,Texas,Lamb County,2.680000305,7.474453747,0.287635803,0.465000004,2,-12.01466751,0,0,0.005411988,0,TX
2000,48,279,Texas,Lamb County,-14.96000099,24.95315075,-1.150600433,0,0,0.198598862,0,0,-0.014331853,1,TX
2004,48,279,Texas,Lamb County,4.319999695,-3.745866939,-0.150125504,0,7,-40.66741943,0,0,-0.022458872,0,TX
2008,48,279,Texas,Lamb County,-5.608886719,57.06706047,-0.290742874,-0.79400003,0,4.923789978,0,0,-0.055027932,0,TX
1988,48,281,Texas,Lampasas County,-10.21999741,105.522871,-0.240007401,0.119999997,-3,0,0,0,0.035371516,0,TX
1992,48,281,Texas,Lampasas County,-0.870002747,40.56511223,2.005228043,4.460000038,5,-13.94814301,0,0,0.017567467,0,TX
1996,48,281,Texas,Lampasas County,-2.630001068,-24.53559637,0.24546814,0.465000004,2,-1.894611359,0,0,0.243461654,0,TX
2000,48,281,Texas,Lampasas County,-11.94000053,-9.8521851,0.409097672,0,0,-44.71169662,0,0,0.056185748,1,TX
2004,48,281,Texas,Lampasas County,3.029998779,8.398728818,0.309387207,0,7,30.13940811,0,0,0.130894452,0,TX
2008,48,281,Texas,Lampasas County,-2.479415894,46.68343961,1.500102997,-0.79400003,0,0,0,0,0.034228619,0,TX
1988,48,283,Texas,La Salle County,-10.53999901,24.44771081,-0.970323563,0.119999997,-3,0,0,0,-0.112600535,0,TX
1992,48,283,Texas,La Salle County,-1.760000229,44.45609748,1.136982918,4.460000038,5,39.57242966,0,0,0.010385197,0,TX
1996,48,283,Texas,La Salle County,0.550003052,0.095158635,-0.683544159,0.465000004,2,4.315292358,0,0,0.103158288,0,TX
2000,48,283,Texas,La Salle County,-9.349998474,40.49291313,0.722261429,0,0,0,0,0,-0.00440454,1,TX
2004,48,283,Texas,La Salle County,7.990001678,42.0483768,-0.340976715,0,7,12.12039375,0,0,0.004083716,0,TX
2008,48,283,Texas,La Salle County,-4.170497894,36.38575673,1.829030991,-0.79400003,0,29.84012985,0,0,-0.014065413,0,TX
1988,48,285,Texas,Lavaca County,-11.88999939,7.436086237,0.037103653,0.119999997,-3,-6.025985718,0,0,-0.015146088,0,TX
1992,48,285,Texas,Lavaca County,0.11000061,18.98771673,0.55015564,4.460000038,5,-17.10778236,0,0,-0.033096068,0,TX
1996,48,285,Texas,Lavaca County,-3.479999542,14.70298767,0.562166214,0.465000004,2,-7.358348846,0,0,0.017141322,0,TX
2000,48,285,Texas,Lavaca County,-11.95000076,8.609349281,0.135570526,0,0,-4.318012238,0,0,0.012731787,1,TX
2004,48,285,Texas,Lavaca County,2.629997253,-7.768258452,0.344432831,0,7,31.90916443,0,0,-0.020135628,0,TX
2008,48,285,Texas,Lavaca County,3.580459595,38.72808218,-0.359863281,-0.79400003,0,-5.509105682,0,0,-0.013043015,0,TX
1988,48,287,Texas,Lee County,-14.27999878,-24.22690839,-0.38176918,0.119999997,-3,-6.025985718,0,0,-0.029342134,0,TX
1992,48,287,Texas,Lee County,3.439998627,0.985669345,1.440019608,4.460000038,5,-17.10778236,0,0,-0.031559497,0,TX
1996,48,287,Texas,Lee County,-0.670001984,-2.011504583,-0.696243286,0.465000004,2,-7.358348846,0,0,0.118293524,0,TX
2000,48,287,Texas,Lee County,-14.12999916,2.179200947,0.775629044,0,0,-4.318012238,0,0,0.07261312,1,TX
2004,48,287,Texas,Lee County,0.560005188,48.97271991,0.168775558,0,7,-5.010131836,0,0,0.028631419,0,TX
2008,48,287,Texas,Lee County,-0.345680237,95.05244493,0.297027588,-0.79400003,0,-2.243690491,0,0,0.0035257,0,TX
1988,48,289,Texas,Leon County,-9.25,57.90171027,-0.193004608,0.119999997,-3,11.84057999,0,0,0.041673478,0,TX
1992,48,289,Texas,Leon County,-2.529998779,17.30428189,0.440486908,4.460000038,5,5.165512085,0,0,0.022905555,0,TX
1996,48,289,Texas,Leon County,-4.150001526,-0.568972901,-0.32591629,0.465000004,2,-51.39371109,0,0,0.090337425,0,TX
2000,48,289,Texas,Leon County,-13.58999825,-18.38014126,0.62878418,0,0,1.336341858,0,0,0.085103393,1,TX
2004,48,289,Texas,Leon County,4.380004883,3.779127076,0.260559082,0,7,7.108070374,0,0,0.027482498,0,TX
2008,48,289,Texas,Leon County,5.601982117,81.56244159,-0.256444931,-0.79400003,0,1.534633636,0,0,0.062515773,0,TX
1988,48,291,Texas,Liberty County,-12,37.86135316,1.497249603,0.119999997,-3,-41.62063599,0,0,-0.033942219,0,TX
1992,48,291,Texas,Liberty County,-0.819999695,17.12709814,0.654905319,4.460000038,5,-0.708190918,0,0,0.054637063,0,TX
1996,48,291,Texas,Liberty County,-3.369998932,-5.688304082,1.355083466,0.465000004,2,-3.644901276,0,0,0.158798203,0,TX
2000,48,291,Texas,Liberty County,-9.930000305,1.324508805,0.558694839,0,0,41.09225845,0,0,0.106108822,1,TX
